Age,Occupation,Marital Status,Education Level,Credit Default,Housing Loan,Personal Loan,Contact Method,Campaign Calls,Previous Contact Days
39,blue-collar,married,basic.6y,no,unknown,unknown,Cell,2,999
31,blue-collar,married,basic.6y,no,unknown,no,Telephone,12,999
52,blue-collar,divorced,basic.4y,no,unknown,no,Cell,1,999
44,technician,divorced,university.degree,no,no,yes,Telephone,2,999
44,technician,married,university.degree,no,unknown,unknown,Cell,2,999
25,technician,single,university.degree,no,yes,no,Telephone,2,999
48,services,married,high.school,no,unknown,no,Cell,5,999
33,services,married,high.school,no,yes,no,Cell,1,999
44,admin.,married,high.school,no,no,no,Telephone,2,999
58,retired,married,basic.4y,no,yes,no,Cell,3,999
46,entrepreneur,married,high.school,no,unknown,yes,Telephone,4,999
40,technician,married,basic.9y,no,yes,no,Cell,2,999
31,admin.,single,university.degree,no,no,yes,Cell,1,999
33,technician,married,professional.course,no,unknown,no,Cell,1,999
29,admin.,single,university.degree,no,unknown,no,Cell,1,999
53,management,married,university.degree,no,yes,no,Cell,3,999
35,admin.,married,basic.9y,no,unknown,no,Telephone,1,999
33,admin.,married,university.degree,no,unknown,no,Cell,1,999
53,retired,divorced,high.school,no,unknown,no,Cell,1,999
31,management,married,university.degree,no,unknown,yes,Cell,2,999
28,technician,single,university.degree,no,unknown,yes,Cell,2,999
53,services,married,high.school,no,unknown,no,Telephone,2,999
29,management,married,university.degree,no,yes,no,Cell,1,999
53,self-employed,married,university.degree,no,yes,yes,Telephone,2,999
50,blue-collar,married,basic.4y,no,unknown,no,Telephone,3,999
55,entrepreneur,married,professional.course,no,yes,no,Cell,2,999
37,admin.,married,high.school,no,unknown,no,Cell,6,999
49,services,single,high.school,no,unknown,yes,Cell,2,999
42,admin.,married,university.degree,no,unknown,unknown,Telephone,1,999
31,management,single,university.degree,no,yes,no,Cell,2,999
28,services,married,high.school,no,unknown,no,Telephone,1,999
59,retired,married,professional.course,no,no,no,Telephone,5,999
59,entrepreneur,divorced,high.school,no,unknown,no,Telephone,1,999
40,services,single,high.school,no,unknown,no,Telephone,1,999
47,admin.,married,basic.9y,no,yes,no,Telephone,1,999
27,admin.,single,university.degree,no,yes,no,Cell,1,999
31,blue-collar,single,basic.9y,no,unknown,no,Telephone,1,999
50,management,married,basic.9y,no,unknown,no,Telephone,17,999
37,technician,married,university.degree,no,unknown,no,Cell,1,2
53,retired,married,high.school,no,unknown,no,Telephone,1,999
35,admin.,divorced,high.school,no,unknown,yes,Telephone,2,999
53,technician,married,professional.course,no,yes,unknown,Cell,4,999
51,blue-collar,married,basic.4y,no,no,no,Cell,1,999
60,retired,married,high.school,no,no,no,Cell,10,999
39,services,married,basic.9y,no,unknown,no,Cell,2,999
30,technician,married,professional.course,no,unknown,no,Cell,1,999
34,blue-collar,married,basic.9y,no,yes,no,Cell,1,999
47,blue-collar,divorced,basic.4y,no,no,no,Telephone,1,999
47,blue-collar,married,basic.4y,no,unknown,unknown,Cell,2,999
41,technician,married,professional.course,no,yes,no,Cell,8,999
30,management,single,university.degree,no,yes,no,Cell,1,999
32,blue-collar,married,basic.9y,no,yes,unknown,Telephone,28,999
57,technician,married,professional.course,no,no,no,Cell,4,999
28,admin.,single,university.degree,no,unknown,no,Cell,1,999
42,admin.,married,university.degree,no,unknown,no,Cell,1,999
34,admin.,married,university.degree,no,unknown,no,Telephone,2,999
34,services,married,high.school,no,unknown,no,Telephone,6,999
31,admin.,married,university.degree,no,unknown,no,Telephone,3,999
35,admin.,married,university.degree,no,unknown,yes,Telephone,4,999
42,admin.,married,high.school,no,no,no,Telephone,1,999
30,blue-collar,married,basic.9y,no,unknown,no,Cell,1,999
48,admin.,single,university.degree,no,unknown,no,Cell,4,999
45,services,single,basic.9y,no,yes,no,Telephone,1,999
24,technician,married,university.degree,no,unknown,no,Telephone,3,999
44,admin.,married,university.degree,no,no,no,Cell,4,999
34,admin.,married,university.degree,no,unknown,no,Cell,1,999
44,entrepreneur,married,basic.4y,no,no,no,Telephone,2,999
49,technician,married,professional.course,no,yes,no,Cell,3,999
37,entrepreneur,divorced,university.degree,no,unknown,no,Cell,2,999
38,admin.,married,university.degree,no,no,no,Cell,1,4
32,technician,married,high.school,no,unknown,no,Cell,3,999
36,admin.,single,university.degree,no,unknown,no,Cell,1,999
31,student,single,university.degree,no,unknown,yes,Telephone,1,999
36,blue-collar,divorced,basic.9y,no,unknown,no,Cell,1,999
39,technician,married,professional.course,no,yes,no,Telephone,2,999
60,retired,married,high.school,no,unknown,no,Cell,1,4
36,management,married,university.degree,no,no,no,Cell,2,999
33,entrepreneur,married,university.degree,no,unknown,no,Telephone,2,999
51,blue-collar,married,basic.4y,no,yes,unknown,Telephone,1,999
29,self-employed,married,university.degree,no,unknown,no,Cell,4,999
25,management,married,university.degree,no,yes,no,Telephone,1,999
29,services,single,high.school,no,no,unknown,Telephone,2,999
41,blue-collar,married,basic.6y,no,yes,no,Telephone,6,999
41,blue-collar,married,basic.4y,no,unknown,no,Telephone,1,999
30,blue-collar,married,basic.6y,no,unknown,no,Telephone,4,999
48,technician,married,professional.course,no,unknown,no,Telephone,3,999
41,blue-collar,married,basic.9y,no,unknown,no,Cell,1,999
38,blue-collar,married,basic.9y,no,no,no,Cell,1,999
30,services,married,basic.4y,no,no,unknown,Telephone,2,999
30,technician,divorced,professional.course,no,unknown,no,Telephone,1,999
25,technician,single,professional.course,no,yes,no,Telephone,1,999
33,services,married,professional.course,no,unknown,no,Telephone,2,999
39,self-employed,single,university.degree,no,no,no,Cell,2,999
27,technician,married,professional.course,no,no,no,Cell,2,999
35,admin.,married,high.school,no,unknown,no,Cell,2,999
45,services,married,basic.9y,no,no,no,Telephone,1,999
33,admin.,single,university.degree,no,unknown,no,Cell,4,999
50,admin.,married,university.degree,no,unknown,no,Cell,1,999
31,technician,married,professional.course,no,unknown,no,Cell,1,999
33,technician,single,professional.course,no,unknown,no,Cell,1,999
26,student,single,high.school,no,unknown,no,Telephone,1,999
41,blue-collar,married,professional.course,no,yes,no,Telephone,2,999
49,blue-collar,single,professional.course,no,unknown,no,Cell,2,999
40,unemployed,married,university.degree,no,unknown,no,Cell,1,999
57,admin.,married,high.school,no,no,no,Cell,2,999
28,admin.,single,basic.9y,no,unknown,yes,Telephone,4,999
37,admin.,married,university.degree,no,unknown,unknown,Cell,3,999
56,technician,married,basic.9y,no,no,no,Telephone,2,999
46,management,married,university.degree,no,yes,no,Cell,1,999
42,admin.,married,university.degree,no,no,no,Telephone,1,999
34,self-employed,married,basic.9y,no,no,no,Cell,3,999
33,admin.,single,university.degree,no,unknown,yes,Cell,2,999
21,student,single,university.degree,no,no,no,Cell,1,999
30,blue-collar,married,basic.9y,no,unknown,yes,Telephone,5,999
29,admin.,single,university.degree,no,unknown,no,Cell,1,999
49,technician,married,professional.course,no,unknown,no,Telephone,1,999
31,services,single,professional.course,no,unknown,no,Cell,5,999
28,admin.,single,university.degree,no,unknown,no,Telephone,3,999
33,technician,married,professional.course,no,yes,no,Telephone,2,999
58,management,married,university.degree,no,unknown,no,Cell,1,999
30,unemployed,single,high.school,no,no,unknown,Cell,11,999
38,admin.,single,university.degree,no,no,no,Cell,1,999
39,technician,married,professional.course,no,yes,unknown,Telephone,3,999
54,technician,divorced,basic.9y,no,no,no,Telephone,4,999
34,technician,divorced,professional.course,no,yes,no,Cell,5,999
49,admin.,married,high.school,no,unknown,no,Cell,2,999
24,blue-collar,single,basic.9y,no,unknown,no,Telephone,4,999
35,technician,single,university.degree,no,unknown,no,Telephone,3,999
37,admin.,married,high.school,no,no,no,Cell,3,999
32,entrepreneur,married,basic.4y,no,unknown,no,Cell,2,999
31,blue-collar,divorced,basic.6y,no,unknown,no,Cell,3,999
29,services,single,high.school,no,yes,unknown,Telephone,1,999
38,blue-collar,married,basic.9y,no,unknown,no,Telephone,2,999
31,technician,married,university.degree,no,no,no,Cell,3,999
32,admin.,single,university.degree,no,unknown,no,Telephone,1,999
35,admin.,single,high.school,no,yes,no,Cell,2,999
38,entrepreneur,married,basic.6y,no,no,no,Telephone,5,999
34,blue-collar,married,basic.9y,no,unknown,no,Telephone,4,999
40,self-employed,married,high.school,no,unknown,no,Telephone,2,999
47,admin.,married,high.school,no,unknown,unknown,Cell,1,999
35,blue-collar,married,basic.4y,no,yes,no,Cell,2,999
27,unemployed,married,basic.6y,no,unknown,no,Cell,1,999
26,admin.,single,high.school,no,yes,no,Telephone,1,999
45,technician,married,professional.course,no,no,no,Telephone,1,999
41,entrepreneur,married,high.school,no,unknown,no,Cell,1,999
38,blue-collar,single,high.school,no,yes,no,Telephone,2,999
39,admin.,single,university.degree,no,no,no,Cell,3,999
54,admin.,divorced,high.school,no,unknown,no,Cell,1,999
50,blue-collar,married,basic.9y,no,yes,no,Telephone,2,999
34,admin.,divorced,professional.course,no,yes,yes,Cell,2,999
32,services,single,high.school,no,yes,yes,Cell,2,999
34,admin.,married,university.degree,no,unknown,unknown,Cell,2,999
28,technician,married,basic.9y,no,yes,no,Cell,4,999
23,admin.,single,high.school,no,yes,no,Cell,3,999
32,technician,married,university.degree,no,yes,no,Cell,2,999
26,admin.,married,high.school,no,no,unknown,Cell,5,999
30,self-employed,married,basic.9y,no,unknown,no,Telephone,2,999
30,management,married,university.degree,no,unknown,no,Cell,1,999
30,technician,married,university.degree,no,unknown,no,Telephone,1,999
30,technician,single,professional.course,no,unknown,no,Cell,1,999
45,admin.,married,high.school,no,unknown,yes,Cell,4,999
23,services,single,university.degree,no,no,no,Cell,3,999
53,blue-collar,married,high.school,no,yes,yes,Cell,4,999
31,blue-collar,married,basic.9y,no,yes,no,Telephone,1,999
31,admin.,married,professional.course,no,unknown,yes,Cell,8,999
41,services,single,basic.9y,no,no,no,Cell,5,999
38,student,single,university.degree,no,no,unknown,Cell,6,999
47,admin.,married,university.degree,no,unknown,yes,Cell,2,999
29,technician,married,professional.course,no,no,no,Telephone,1,999
32,technician,single,university.degree,no,unknown,no,Cell,1,999
57,admin.,divorced,university.degree,no,no,yes,Cell,1,999
34,admin.,married,university.degree,no,yes,no,Cell,4,999
33,technician,married,professional.course,no,unknown,no,Telephone,3,999
32,management,married,university.degree,no,unknown,no,Telephone,1,999
46,management,married,university.degree,no,unknown,no,Cell,2,999
38,blue-collar,married,basic.4y,no,yes,no,Cell,2,999
19,student,single,high.school,no,unknown,no,Cell,2,3
35,services,married,basic.6y,no,unknown,no,Telephone,1,999
31,admin.,divorced,university.degree,no,unknown,no,Cell,2,999
39,admin.,married,university.degree,no,yes,yes,Cell,2,999
31,admin.,single,high.school,no,unknown,unknown,Cell,1,999
56,admin.,single,university.degree,no,unknown,no,Cell,1,999
53,technician,single,professional.course,no,unknown,no,Telephone,2,999
32,admin.,single,university.degree,no,no,unknown,Cell,5,999
49,services,married,high.school,no,unknown,no,Telephone,2,999
43,technician,married,high.school,no,yes,no,Telephone,37,999
50,technician,divorced,university.degree,no,unknown,no,Cell,2,999
47,technician,divorced,high.school,no,no,no,Cell,24,999
35,technician,married,professional.course,no,unknown,no,Telephone,2,999
29,admin.,single,basic.9y,no,unknown,no,Telephone,4,999
33,admin.,single,university.degree,no,unknown,no,Cell,2,999
42,blue-collar,married,basic.4y,no,no,no,Telephone,3,999
44,services,married,basic.9y,no,unknown,no,Cell,1,999
33,admin.,married,basic.9y,no,no,no,Telephone,1,999
60,blue-collar,divorced,basic.4y,no,no,no,Cell,3,999
56,blue-collar,married,basic.4y,no,no,no,Telephone,1,999
44,management,married,high.school,no,yes,no,Cell,1,999
54,unemployed,married,university.degree,no,unknown,no,Cell,3,999
41,technician,single,university.degree,no,unknown,yes,Cell,1,999
41,blue-collar,divorced,professional.course,no,unknown,no,Telephone,10,999
47,blue-collar,married,professional.course,no,unknown,no,Telephone,1,999
41,entrepreneur,single,high.school,no,unknown,no,Telephone,1,999
50,technician,divorced,professional.course,no,unknown,no,Cell,2,999
33,unemployed,divorced,basic.9y,no,unknown,no,Cell,1,999
28,admin.,single,university.degree,no,unknown,unknown,Telephone,3,999
32,admin.,single,university.degree,no,unknown,unknown,Cell,8,999
24,blue-collar,married,basic.9y,no,no,no,Telephone,1,999
57,self-employed,married,basic.9y,no,unknown,no,Cell,1,999
37,technician,single,university.degree,no,unknown,no,Telephone,3,999
41,entrepreneur,divorced,basic.9y,no,yes,yes,Cell,1,999
30,technician,divorced,professional.course,no,no,no,Telephone,2,999
60,blue-collar,married,basic.4y,no,yes,no,Cell,1,999
33,blue-collar,married,basic.4y,no,unknown,no,Cell,7,999
41,blue-collar,married,professional.course,no,yes,no,Cell,2,999
57,retired,married,high.school,no,unknown,yes,Cell,8,999
50,services,single,high.school,no,yes,no,Telephone,1,999
55,admin.,married,basic.9y,no,unknown,no,Cell,3,999
41,admin.,single,high.school,no,unknown,no,Telephone,1,999
52,self-employed,married,basic.4y,no,no,unknown,Telephone,1,999
40,blue-collar,married,basic.9y,no,unknown,no,Telephone,4,999
26,technician,single,university.degree,no,unknown,no,Cell,1,999
38,unemployed,married,basic.4y,no,unknown,no,Cell,1,999
37,blue-collar,married,basic.9y,no,unknown,no,Cell,3,999
56,services,divorced,high.school,no,unknown,no,Cell,6,999
43,technician,single,professional.course,no,unknown,no,Cell,9,999
41,services,single,high.school,no,yes,no,Cell,1,6
39,services,married,basic.9y,no,unknown,unknown,Cell,3,999
43,technician,divorced,professional.course,no,unknown,no,Cell,2,999
27,technician,married,professional.course,no,no,no,Cell,1,999
25,blue-collar,single,basic.4y,no,yes,yes,Telephone,1,999
28,entrepreneur,married,basic.9y,no,yes,unknown,Cell,2,999
52,blue-collar,single,basic.4y,no,unknown,no,Cell,1,999
55,retired,married,basic.4y,no,yes,no,Telephone,1,999
48,services,married,high.school,no,unknown,no,Telephone,1,999
45,admin.,single,professional.course,no,unknown,no,Cell,1,999
36,unemployed,married,university.degree,no,unknown,no,Cell,2,999
36,technician,divorced,professional.course,no,yes,no,Cell,2,999
54,entrepreneur,married,professional.course,no,unknown,yes,Cell,1,999
31,admin.,single,high.school,no,unknown,no,Telephone,3,999
32,admin.,divorced,university.degree,no,unknown,no,Cell,1,999
40,admin.,single,high.school,no,yes,no,Cell,1,999
58,blue-collar,married,university.degree,no,no,no,Telephone,3,999
35,blue-collar,married,basic.4y,no,yes,no,Cell,1,999
33,management,married,high.school,no,yes,no,Telephone,1,999
30,blue-collar,single,basic.6y,no,unknown,no,Cell,1,999
56,technician,married,basic.6y,no,no,no,Telephone,4,999
34,housemaid,married,basic.6y,no,unknown,no,Telephone,2,999
44,blue-collar,married,basic.4y,no,unknown,no,Cell,6,999
45,technician,married,professional.course,no,unknown,no,Cell,1,999
48,self-employed,married,basic.9y,no,yes,no,Telephone,2,999
31,management,married,university.degree,no,no,no,Cell,11,999
57,retired,divorced,university.degree,no,unknown,no,Telephone,2,999
46,services,married,high.school,no,unknown,no,Telephone,1,999
30,admin.,single,university.degree,no,yes,no,Cell,1,0
80,management,divorced,professional.course,no,yes,unknown,Cell,2,999
43,technician,single,professional.course,no,no,no,Cell,2,3
29,admin.,single,high.school,no,yes,no,Telephone,3,999
42,admin.,married,university.degree,no,unknown,yes,Telephone,1,999
23,student,single,high.school,no,unknown,no,Cell,2,999
33,admin.,married,university.degree,no,yes,yes,Cell,1,999
32,management,single,university.degree,no,yes,yes,Cell,2,999
58,admin.,married,university.degree,no,unknown,unknown,Cell,1,999
46,technician,married,basic.4y,no,unknown,no,Telephone,1,999
41,management,married,university.degree,no,unknown,unknown,Telephone,2,999
30,management,single,university.degree,no,unknown,yes,Telephone,11,999
39,admin.,single,high.school,no,unknown,no,Cell,4,999
31,admin.,divorced,university.degree,no,yes,no,Cell,2,999
49,blue-collar,married,basic.4y,no,unknown,no,Telephone,2,999
28,blue-collar,single,basic.6y,no,unknown,no,Telephone,1,999
